id,confirmation_code,duration,start_date,end_date,crackdown,issue,funding,Q1.2,Q1.3,favor_humanitarian,favor_human_rights,favor_development,donate_likely,amount_donate,amount_keep,amount_why,give_charity,volunteer,political_knowledge,ideology,education,religiosity,Q3.8,gender,gender_other,income,age,attention1_correct,attention2_correct,check1,check2,donate_likely_bin,favor_humanitarian_bin,favor_human_rights_bin,favor_development_bin,give_charity_3,give_charity_2,political_knowledge_bin,ideology_3,ideology_bin,education_bin,religiosity_bin,income_clean,income_bin,age_bin,gender_bin
R_stZq16adu1WqpdD,5007099,123,2018-03-22T15:34:53Z,2018-03-22T15:36:57Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Somewhat likely,50,50,"We all need a little donation. Plus, I have to look out for myself foremost.",Once a year,No,Hardly at all,"Independent, leaning liberal",4 year degree,Never,Blue,Female,,"$10,000 – $19,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Not favorable,Not favorable,Not favorable,Once a month-once a year,At least once a year,Not often,Liberal,Liberal,BA and above,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_1dN9pUspkpFnXY2,5269680,176,2018-03-22T15:34:04Z,2018-03-22T15:37:00Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,15,85,I feel $15 is a lot based on my salary,Once every three months,Yes,Some of the time,Liberal,4 year degree,A few times a year,Blue,Male,,"$70,000 – $79,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$70,000 – $79,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_269AKUD2hQzgflC,811724,125,2018-03-22T15:35:00Z,2018-03-22T15:37:05Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,10,90,10% tithes are a thing.,Once every few years,No,Only now and then,Strong liberal,Some college,Seldom,Blue,Male,,"$40,000 – $49,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Not often,Liberal,Liberal,No BA,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_1gLNJZVv7le3FVv,6261461,189,2018-03-22T15:33:57Z,2018-03-22T15:37:06Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,20,80,I would put that extra 80 in a savings account that draws interest and if this were my primary donation i would also donate the accrued interest every month.  20 is a fair amount with only 100 to spend.,Once a week,No,Most of the time,Liberal,Some college,A few times a year,Blue,Female,,"$40,000 – $49,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_2fkCQm8cPhRLwnc,6518634,153,2018-03-22T15:34:40Z,2018-03-22T15:37:14Z,No crackdown,Human rights,Private,Yes,Yellow,Favorable,Favorable,Favorable,Neither likely nor unlikely,5,95,I don't know anything about that organization so I wouldn't know how much I want to donate. I like knowing where the money goes when I donate.,Once every three months,Yes,Only now and then,Liberal,Graduate or professional degree,Never,Blue,Female,,"$50,000 – $59,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Liberal,Liberal,BA and above,Rarely,"$50,000 – $59,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_3RyL4T2bcByvGmu,406351,194,2018-03-22T15:34:20Z,2018-03-22T15:37:35Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,10,90,Just seems to be an appropriate amount to donate.,Once every three months,No,Most of the time,"Independent, leaning conservative",Some college,Never,Blue,Male,,"$40,000 – $49,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,No BA,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_yQ2NAwBdvvog8bT,766333,184,2018-03-22T15:34:56Z,2018-03-22T15:38:01Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Neither likely nor unlikely,0,100,"I have chosen to donate money to animal rescue and environmental organizations.  While I support the work done by many organization, these just happen to be the causes that I have chosen to donate personal funds to.",Once a week,No,Most of the time,"Independent, leaning liberal",Graduate or professional degree,Never,Blue,Female,,"$100,000 – $149,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_1GPM2jNLFfbAmqm,8975451,323,2018-03-22T15:32:45Z,2018-03-22T15:38:08Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,4,96,"I don't know much about this IRC and would have to do more research. Plus any extra money I would have right now, probably wouldn't be donated.",Once every few years,No,Only now and then,Liberal,2 year degree,Never,Blue,Female,,"$60,000 – $69,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Not often,Liberal,Liberal,No BA,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_1C9joQJPaNCBVT6,8702960,248,2018-03-22T15:34:44Z,2018-03-22T15:38:52Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,0,100,I can help many more people later on if I help myself first.,Once every six months,No,Most of the time,"Independent, leaning liberal",4 year degree,Never,Blue,Prefer not to say,,"$20,000 – $29,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$20,000 – $29,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_12gsATthXci1dit,894339,292,2018-03-22T15:34:05Z,2018-03-22T15:38:57Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,1,99,It sounds like a very good cause but I prefer to donate to organizations for which I have more information.,Once a month,Yes,Some of the time,Liberal,Graduate or professional degree,Seldom,Blue,Female,,"$10,000 – $19,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_2zeZtJcjLKvq7cj,110543,298,2018-03-22T15:34:25Z,2018-03-22T15:39:23Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,50,50,"I am on a fixed income and have no spare dollars, which is why I’m here on amazon turk, but an EXTRA $100, I would happily share with a good organization like this one.",Once a year,No,Most of the time,Liberal,Some college,Never,Blue,Female,,"$50,000 – $59,999",65 – 74,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$50,000 – $59,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_2xW5vRbAgDEgrdu,9667921,275,2018-03-22T15:34:49Z,2018-03-22T15:39:25Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,40,60,I will donate what I can easily afford to help the course of the organization,Once every six months,Yes,Some of the time,Liberal,2 year degree,Once a week,Blue,Male,,"$20,000 – $29,999",18 – 24,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,At least once a month,"$20,000 – $29,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_1IG9NFW15batM3R,9521914,403,2018-03-22T15:33:02Z,2018-03-22T15:39:45Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,50,50,"I would donate half and keep half. I would keep half because it's good to have money in case of an emergency.
",Once a year,No,Some of the time,"Independent, leaning conservative",4 year degree,Once or twice a month,Blue,Male,,"More than $150,000",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,BA and above,At least once a month,"More than $150,000","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_2c0EWqJLSr4UQNP,7369528,373,2018-03-22T15:33:51Z,2018-03-22T15:40:04Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Very favorable,Somewhat unlikely,72,28,Because it has inspired me to choose that amount,Once every three months,Yes,Some of the time,Conservative,2 year degree,Once a week,Blue,Male,,"$50,000 – $59,999",18 – 24,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,No BA,At least once a month,"$50,000 – $59,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_1dK0JHM0csGbfVT,796915,183,2018-03-22T15:37:10Z,2018-03-22T15:40:14Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,14,86,because i could definitely use that $86 to cover a trip to the vet for my cat. and if this money was a gift or won i would feel an compelled to help someone else out too.,Once every six months,No,Most of the time,Liberal,Some college,Never,Blue,Female,,"$10,000 – $19,999",18 – 24,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_3KNiuO9LFcJTel0,2475446,350,2018-03-22T15:34:59Z,2018-03-22T15:40:49Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,20,80,It's not much but it's what I can afford. I am extremely poor :),Once every six months,No,Only now and then,Conservative,4 year degree,Never,Blue,Male,,"$80,000 – $89,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Conservative,Not liberal,BA and above,Rarely,"$80,000 – $89,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_2Ed8otcJqoKvsM1,5800806,126,2018-03-22T15:38:52Z,2018-03-22T15:40:58Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,30,70,because I am a saver and a budgeter on social security. I want to help but.....,Once a year,No,Only now and then,Liberal,Some college,Never,Blue,Female,,"$30,000 – $39,999",65 – 74,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Liberal,Liberal,No BA,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_PNxC1hIRo9jGXG9,945200,78,2018-03-22T15:39:57Z,2018-03-22T15:41:15Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,9,91,I try to donate 10% of income,Once a month,Yes,Most of the time,Liberal,4 year degree,Never,Blue,Female,,"$50,000 – $59,999",18 – 24,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$50,000 – $59,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_2tMf9Gb7l4dXKJ2,1937721,128,2018-03-22T15:39:29Z,2018-03-22T15:41:38Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Somewhat likely,25,75,I could use the extra money right now but also want to donate a quarter of that to charity,Once a year,No,Most of the time,Liberal,4 year degree,A few times a year,Blue,Female,,"$10,000 – $19,999",18 – 24,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_3qeVWXr6myWV056,3653966,348,2018-03-22T15:35:53Z,2018-03-22T15:41:41Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,75,25,So I could donate the extra $25 to our local animal shelter.,Once every three months,No,Most of the time,Liberal,4 year degree,Never,Blue,Female,,"$50,000 – $59,999",65 – 74,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$50,000 – $59,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_2uDHEWGeEF1qQwE,9995652,77,2018-03-22T15:40:39Z,2018-03-22T15:41:57Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,0,100,I don't have enough money to be able to donate to charity at the moment.,Never,No,Most of the time,Liberal,Some college,Never,Blue,Male,,"$40,000 – $49,999",18 – 24,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Liberal,Liberal,No BA,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_3LcpPX3ZoFPiI7r,3093919,83,2018-03-22T15:40:36Z,2018-03-22T15:42:00Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Extremely unlikely,0,100,"I rather give to people personally, instead of donating to charities.",Never,No,Some of the time,Conservative,Some college,Never,Blue,Male,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Not favorable,Not favorable,Rarely,Rarely,Often,Conservative,Not liberal,No BA,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_1ImHNdpKuUTcMvm,9663536,114,2018-03-22T15:40:46Z,2018-03-22T15:42:40Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Somewhat likely,51,49,half is fair,Once every six months,No,Only now and then,Liberal,High school graduate,Once or twice a month,Blue,Female,,"$20,000 – $29,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Liberal,Liberal,No BA,At least once a month,"$20,000 – $29,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_3rIefckkhbX0UW9,3602261,178,2018-03-22T15:39:51Z,2018-03-22T15:42:49Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Neutral,Favorable,Extremely unlikely,5,95,I usually don't donate to this type of organization. I might make a token donation if something moved me to do so.,Once every six months,Yes,Only now and then,"Independent, leaning conservative",Graduate or professional degree,Once or twice a month,Blue,Female,,"$70,000 – $79,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Not favorable,Favorable,Once a month-once a year,At least once a year,Not often,Conservative,Not liberal,BA and above,At least once a month,"$70,000 – $79,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_9AY1jGdGaTcTNZL,496923,228,2018-03-22T15:39:02Z,2018-03-22T15:42:50Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,25,75,I feel that 25% is fair,Once every six months,No,Most of the time,"Independent, leaning conservative",Graduate or professional degree,Once a week,Blue,Female,,Prefer not to say,55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,BA and above,At least once a month,,,At least 35 – 44,Female
R_3JfMmDUTFYmrnPf,8436001,132,2018-03-22T15:40:51Z,2018-03-22T15:43:04Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely unlikely,0,100,I don't have much spare income to donate.,Once every few years,Yes,Some of the time,Independent,4 year degree,Once or twice a month,Blue,Male,,"$70,000 – $79,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Independent,Not liberal,BA and above,At least once a month,"$70,000 – $79,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_22JHtQNl2b6ueqP,7616698,134,2018-03-22T15:41:06Z,2018-03-22T15:43:20Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,50,50,"I would split the amount between myself and the organization evenly because I need to keep some money for myself, but I don't want to be greedy and not help people in need.",Once every six months,No,Some of the time,Strong liberal,High school graduate,Never,Blue,Male,,"$100,000 – $149,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
