StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,Q1.3,Q2.1_1,Q2.1_2,Q2.1_3,Q2.3,Q2.4_1,Q2.4_2,Q2.5,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.9_4_TEXT,Q3.10,Q3.11,mTurkCode,crackdown,issue,funding
2018-03-22 15:03:52,2018-03-22 15:05:34,IP Address,173.19.129.38,100,101,True,2018-03-22 15:05:34,R_2CWIauopi2MaC21,,,,,37.768005371094,-89.327499389648,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,2,98,I want most of it for myself but it sounds like they do some good things so I'll donate a couple dollars.,Once every three months,No,Some of the time,Liberal,Some college,Never,Blue,Female,,"$30,000 – $39,999",25 – 34,2421434,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 15:18:26,2018-03-22 15:20:20,IP Address,67.2.37.195,100,114,True,2018-03-22 15:20:21,R_1isdq1Sjyg13m4J,,,,,40.60969543457,-111.93910217285,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,20,80,"I could use the extra money, but donating would be a good thing to do and make me feel good.",Once a month,No,Only now and then,Very conservative,4 year degree,Once a week,Blue,Female,,"Less than $10,000",25 – 34,3669327,.,human rights for refugees,government donors
2018-03-22 15:31:52,2018-03-22 15:33:31,IP Address,162.211.160.130,100,99,True,2018-03-22 15:33:32,R_2YYrbyD9Z1IxEbl,,,,,38.874694824219,-77.112998962402,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,5,95,"I don't have a lot of discretionary income so I have to limit my donations, but giving a small percentage to an organization like this would be worth it.",Once every six months,No,Most of the time,Liberal,4 year degree,Seldom,Blue,Male,,"$100,000 – $149,999",25 – 34,4993163,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 15:32:25,2018-03-22 15:33:46,IP Address,108.217.68.178,100,80,True,2018-03-22 15:33:47,R_1pEdUgEL9VUu1xO,,,,,30.778198242188,-88.259201049805,anonymous,EN,Yes,"Green,Yellow",Favorable,Neutral,Favorable,Somewhat unlikely,4,96,Because I'm poor myself.,Never,No,Some of the time,Liberal,Some college,A few times a year,Blue,Male,,"Less than $10,000",25 – 34,2348420,.,humanitarian assistance for refugees,government donors
2018-03-22 15:31:51,2018-03-22 15:33:54,IP Address,159.220.58.2,100,122,True,2018-03-22 15:33:55,R_3HAm3oK6dDAYEfo,,,,,40.71110534668,-73.946899414062,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,10,90,I believe it is important to donate to charitable causes but I have my own bills to pay so I need to be wise about my contributions to various groups.,Once a month,Yes,Most of the time,"Independent, leaning liberal",4 year degree,Once a week,Blue,Male,,"$90,000 – $99,999",45 – 54,9365340,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 15:32:35,2018-03-22 15:33:55,IP Address,23.241.11.196,100,80,True,2018-03-22 15:33:56,R_d4iHrYEiBhyShHz,,,,,34.112106323242,-118.15640258789,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Somewhat likely,50,50,I still need to pay bills.,Once every six months,No,Most of the time,Liberal,4 year degree,Never,Blue,Female,,Prefer not to say,25 – 34,3015263,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 15:32:19,2018-03-22 15:34:03,IP Address,67.241.217.28,100,104,True,2018-03-22 15:34:04,R_1mVER1xvEgSUT8C,,,,,44.863494873047,-68.840202331543,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat unlikely,0,100,"Because to me it sounds like this is a charity that helps people in other countries... If I'm going to make a donation to a charity, it's going to be one that actually helps people in my own home country,",Once every six months,No,Some of the time,Conservative,4 year degree,Never,Blue,Male,,"$30,000 – $39,999",25 – 34,8982652,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 15:32:01,2018-03-22 15:34:47,IP Address,64.25.129.70,100,165,True,2018-03-22 15:34:47,R_3em33DrlPZH4o65,,,,,45.658294677734,-108.3842010498,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,0,100,"I don't necessarily like the fact that most of their funding comes from government sources, which means it comes from tax dollars, as opposed to people donating of their own free will.  I feel that people are entitled to give to charity as a choice and not by being taxed by their government.",Once a week,No,Some of the time,Very conservative,4 year degree,Once a week,Blue,Male,,"$70,000 – $79,999",25 – 34,9039343,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 15:33:18,2018-03-22 15:35:45,IP Address,73.66.102.21,100,147,True,2018-03-22 15:35:46,R_2wn43LMaFifEA43,,,,,38.000198364258,-121.32499694824,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,0,100,"I need the money at the moment. If I was in a better financial situation, I would consider donating a portion.",Once every six months,No,Most of the time,"Independent, leaning liberal",Some college,Never,Blue,Male,,"$60,000 – $69,999",25 – 34,8193905,.,humanitarian assistance for refugees,government donors
2018-03-22 15:34:07,2018-03-22 15:35:51,IP Address,24.144.209.93,100,103,True,2018-03-22 15:35:52,R_wKKN6KxHqKrj1Bf,,,,,41.134292602539,-81.855903625488,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,0,100,I'm struggling to survive.,Once a year,Yes,Some of the time,"Independent, leaning liberal",Some college,Never,Blue,Male,,"$20,000 – $29,999",25 – 34,6090634,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 15:32:43,2018-03-22 15:36:18,IP Address,73.250.54.57,100,215,True,2018-03-22 15:36:19,R_Ug17NhZkL8IslCV,,,,,38.677993774414,-77.319702148438,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,5,95,"I want to help refugees but I'm not sure how the organization uses the donations, so I don't want to give too much until I'm sure my money would be used wisely and effectively ",Once every few years,No,Most of the time,Liberal,Graduate or professional degree,Never,Blue,Male,,"$40,000 – $49,999",45 – 54,6582003,.,human rights for refugees,"individual, private donors"
2018-03-22 15:32:35,2018-03-22 15:36:24,IP Address,96.38.133.165,100,228,True,2018-03-22 15:36:25,R_0Apa2wZvYrYobkZ,,,,,39.386306762695,-119.87289428711,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Neither likely nor unlikely,18,82,I'm unfamiliar with the specific programs the agency performs and would have to do more research.,Once a month,Yes,Some of the time,Independent,Some college,A few times a year,Blue,Female,,"$20,000 – $29,999",35 – 44,1228924,.,human rights for refugees,government donors
2018-03-22 15:34:13,2018-03-22 15:36:52,IP Address,174.110.247.92,100,159,True,2018-03-22 15:36:53,R_3IbDj8KrbzA4CIx,,,,,34.927307128906,-78.909301757812,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,0,100,I have a problem with helping refugees who are not legally coming to the USA and also due to the high rates of terrorists from other countries,Once a week,Yes,Most of the time,Very conservative,2 year degree,Once a week,Blue,Female,,"$20,000 – $29,999",55 – 64,9813064,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 15:34:53,2018-03-22 15:36:57,IP Address,216.105.177.158,100,123,True,2018-03-22 15:36:57,R_stZq16adu1WqpdD,,,,,31.438201904297,-83.439102172852,anonymous,EN,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Somewhat likely,50,50,"We all need a little donation. Plus, I have to look out for myself foremost. ",Once a year,No,Hardly at all,"Independent, leaning liberal",4 year degree,Never,Blue,Female,,"$10,000 – $19,999",25 – 34,5007099,.,humanitarian assistance for refugees,government donors
2018-03-22 15:34:04,2018-03-22 15:37:00,IP Address,185.80.203.185,100,176,True,2018-03-22 15:37:00,R_1dN9pUspkpFnXY2,,,,,37.751007080078,-97.821998596191,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,15,85,I feel $15 is a lot based on my salary,Once every three months,Yes,Some of the time,Liberal,4 year degree,A few times a year,Blue,Male,,"$70,000 – $79,999",25 – 34,5269680,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 15:35:00,2018-03-22 15:37:05,IP Address,23.125.0.187,100,125,True,2018-03-22 15:37:06,R_269AKUD2hQzgflC,,,,,32.581405639648,-83.628601074219,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,10,90,10% tithes are a thing.,Once every few years,No,Only now and then,Strong liberal,Some college,Seldom,Blue,Male,,"$40,000 – $49,999",35 – 44,811724,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 15:33:57,2018-03-22 15:37:06,IP Address,73.91.125.33,100,189,True,2018-03-22 15:37:07,R_1gLNJZVv7le3FVv,,,,,27.638702392578,-81.404800415039,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,20,80,I would put that extra 80 in a savings account that draws interest and if this were my primary donation i would also donate the accrued interest every month.  20 is a fair amount with only 100 to spend.,Once a week,No,Most of the time,Liberal,Some college,A few times a year,Blue,Female,,"$40,000 – $49,999",35 – 44,6261461,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 15:34:40,2018-03-22 15:37:14,IP Address,108.173.84.46,100,153,True,2018-03-22 15:37:15,R_2fkCQm8cPhRLwnc,,,,,51.062103271484,-114.11589813232,anonymous,EN,Yes,Yellow,Favorable,Favorable,Favorable,Neither likely nor unlikely,5,95,"I don't know anything about that organization so I wouldn't know how much I want to donate. I like knowing where the money goes when I donate. ",Once every three months,Yes,Only now and then,Liberal,Graduate or professional degree,Never,Blue,Female,,"$50,000 – $59,999",25 – 34,6518634,.,human rights for refugees,"individual, private donors"
2018-03-22 15:34:20,2018-03-22 15:37:35,IP Address,76.181.168.205,100,194,True,2018-03-22 15:37:36,R_3RyL4T2bcByvGmu,,,,,39.592895507812,-82.89119720459,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,10,90,Just seems to be an appropriate amount to donate.,Once every three months,No,Most of the time,"Independent, leaning conservative",Some college,Never,Blue,Male,,"$40,000 – $49,999",45 – 54,406351,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 15:34:56,2018-03-22 15:38:01,IP Address,108.31.249.155,100,184,True,2018-03-22 15:38:01,R_yQ2NAwBdvvog8bT,,,,,38.949905395508,-77.222297668457,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Neither likely nor unlikely,0,100,"I have chosen to donate money to animal rescue and environmental organizations.  While I support the work done by many organization, these just happen to be the causes that I have chosen to donate personal funds to.",Once a week,No,Most of the time,"Independent, leaning liberal",Graduate or professional degree,Never,Blue,Female,,"$100,000 – $149,999",45 – 54,766333,.,human rights for refugees,government donors
2018-03-22 15:32:45,2018-03-22 15:38:08,IP Address,174.97.249.113,100,323,True,2018-03-22 15:38:09,R_1GPM2jNLFfbAmqm,,,,,39.357894897461,-87.424499511719,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,4,96,"I don't know much about this IRC and would have to do more research. Plus any extra money I would have right now, probably wouldn't be donated.",Once every few years,No,Only now and then,Liberal,2 year degree,Never,Blue,Female,,"$60,000 – $69,999",35 – 44,8975451,.,human rights for refugees,government donors
2018-03-22 15:34:44,2018-03-22 15:38:52,IP Address,67.170.187.81,100,248,True,2018-03-22 15:38:52,R_1C9joQJPaNCBVT6,,,,,45.529495239258,-122.64320373535,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,0,100,I can help many more people later on if I help myself first.,Once every six months,No,Most of the time,"Independent, leaning liberal",4 year degree,Never,Blue,Prefer not to say,,"$20,000 – $29,999",25 – 34,8702960,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 15:34:05,2018-03-22 15:38:57,IP Address,71.241.192.146,100,292,True,2018-03-22 15:38:58,R_12gsATthXci1dit,,,,,43.663604736328,-70.302696228027,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,1,99,It sounds like a very good cause but I prefer to donate to organizations for which I have more information.,Once a month,Yes,Some of the time,Liberal,Graduate or professional degree,Seldom,Blue,Female,,"$10,000 – $19,999",55 – 64,894339,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 15:34:25,2018-03-22 15:39:23,IP Address,70.178.56.192,100,298,True,2018-03-22 15:39:24,R_2zeZtJcjLKvq7cj,,,,,36.450500488281,-94.231399536133,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,50,50,"I am on a fixed income and have no spare dollars, which is why I’m here on amazon turk, but an EXTRA $100, I would happily share with a good organization like this one.",Once a year,No,Most of the time,Liberal,Some college,Never,Blue,Female,,"$50,000 – $59,999",65 – 74,110543,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 15:34:49,2018-03-22 15:39:25,IP Address,197.251.240.213,100,275,True,2018-03-22 15:39:26,R_2xW5vRbAgDEgrdu,,,,,5.5500030517578,-0.21670532226562,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,40,60,I will donate what I can easily afford to help the course of the organization,Once every six months,Yes,Some of the time,Liberal,2 year degree,Once a week,Blue,Male,,"$20,000 – $29,999",18 – 24,9667921,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 15:33:02,2018-03-22 15:39:45,IP Address,173.239.214.16,100,403,True,2018-03-22 15:39:46,R_1IG9NFW15batM3R,,,,,40.551605224609,-74.46369934082,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,50,50,"I would donate half and keep half. I would keep half because it's good to have money in case of an emergency.
",Once a year,No,Some of the time,"Independent, leaning conservative",4 year degree,Once or twice a month,Blue,Male,,"More than $150,000",35 – 44,9521914,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
